,image_path,Taca oli,Carrera,Agujero,Hilo fino horizontal2,Tensión horizontal,Barrado,Borrissol,Hilo fino horizontal,Punto escapado
618,2398dc2d-frame0-00-02.31.jpg,0,0,0,0,0,0,0,1,0
620,30db6d4a-frame0-00-25.59.jpg,0,0,0,0,0,0,0,0,0
623,20a1ccb1-frame0-00-08.24.jpg,0,0,0,0,0,0,0,0,0
624,24b0287b-frame0-00-07.15.jpg,0,0,0,0,0,0,0,1,0
626,6f91b25a-frame0-00-28.07.jpg,0,0,0,1,0,0,0,0,0
627,71c67368-frame0-00-07.82.jpg,0,0,0,0,0,0,0,1,1
629,32af6dea-frame0-00-16.71.jpg,0,0,0,0,0,0,0,0,0
630,654d58c5-frame0-00-12.72.jpg,0,0,0,0,0,0,0,0,0
633,68c3a6ce-frame0-00-17.89.jpg,0,0,0,0,0,0,0,1,0
634,7f6fab97-frame0-00-02.23.jpg,0,0,0,0,0,0,0,0,0
635,729c52db-frame0-00-32.25.jpg,0,0,0,0,0,0,0,0,0
638,24dbe643-frame0-00-22.50.jpg,0,0,0,0,0,0,0,0,0
639,20c32550-frame0-00-00.62.jpg,0,0,0,0,0,0,0,1,0
641,262c8397-frame0-00-15.31.jpg,0,0,0,1,0,0,0,0,0
643,7e5d3c17-frame0-00-15.20.jpg,0,0,0,0,0,0,0,0,0
646,5122eec2-frame0-00-21.51.jpg,0,0,0,0,0,0,0,0,0
648,73388293-frame0-00-14.06.jpg,0,0,0,0,0,0,0,1,0
650,1043bb98-frame0-00-21.62.jpg,0,0,0,0,0,0,0,1,0
651,00be87fa-frame0-00-01.54.jpg,0,0,0,0,0,0,0,0,0
652,84abdce9-frame0-00-08.31.jpg,0,0,0,0,0,0,0,0,0
655,0fa9652d-frame0-00-13.17.jpg,0,0,0,1,0,0,0,0,0
657,3259a409-frame0-00-14.02.jpg,0,0,0,0,0,0,0,0,1
658,3350ebc4-frame0-00-10.40.jpg,0,0,0,0,0,0,0,1,0
661,323d126e-frame0-00-07.73.jpg,0,0,0,0,0,0,0,1,1
663,02b6d33d-frame0-00-02.60.jpg,0,0,0,0,0,0,0,1,0
664,81e9eeda-frame0-00-04.62.jpg,0,0,0,1,0,0,0,0,0
665,23792654-frame0-00-06.64.jpg,0,0,0,0,0,0,0,0,0
666,5fa02286-frame0-00-23.76.jpg,0,0,0,0,0,0,0,0,0
668,21db7d8e-frame0-00-28.83.jpg,0,0,0,0,0,0,0,0,0
669,7eb408f0-frame0-00-09.71.jpg,0,0,0,0,0,0,0,0,0
670,727ad90f-frame0-00-08.85.jpg,0,0,0,0,0,0,0,0,0
671,670e5afa-frame0-00-08.44.jpg,0,0,0,0,0,0,0,0,0
674,33511726-frame0-00-10.50.jpg,0,0,0,0,0,0,0,1,0
676,0c7d9ea6-frame0-00-08.65.jpg,0,0,0,0,0,0,0,1,0
677,1c35f2ca-frame0-00-35.77.jpg,1,0,0,0,0,0,0,0,0
679,83aed1eb-frame0-00-19.62.jpg,0,0,0,0,0,0,0,0,0
680,585ab6ca-frame0-00-26.12.jpg,0,0,0,0,0,0,0,0,0
686,26b026fe-frame0-00-10.95.jpg,0,0,0,0,0,0,0,0,0
687,8870423f-frame0-00-22.34.jpg,0,0,0,0,0,0,0,1,0
688,25b6e51d-frame0-00-01.49.jpg,0,0,0,0,0,0,0,0,0
692,06e368a5-frame0-00-01.72.jpg,0,0,0,0,0,0,0,0,0
693,6bfc2978-frame0-00-19.41.jpg,0,0,0,0,0,0,0,0,0
696,6d1418b5-frame0-00-40.24.jpg,0,0,0,0,0,0,0,0,0
700,795a0ad9-frame0-00-03.51.jpg,0,0,0,0,0,0,0,1,0
702,0e380bdf-frame0-00-39.96.jpg,0,0,0,0,0,0,0,0,0
704,39931430-frame0-00-13.09.jpg,0,0,0,0,0,0,0,0,0
705,4ae82034-frame0-00-04.10.jpg,0,0,0,0,0,0,0,1,0
706,402e89e3-frame0-00-20.09.jpg,0,0,0,0,0,0,0,0,0
711,5def8a12-frame0-00-03.86.jpg,0,0,0,0,0,0,0,0,0
712,797ef179-frame0-00-05.50.jpg,0,0,0,0,0,0,0,0,0
714,1c57c4d1-frame0-00-11.58.jpg,0,0,0,0,0,0,0,0,0
715,4aed308d-frame0-00-17.49.jpg,0,1,0,1,0,0,0,0,0
716,6ccb8f70-frame0-00-04.34.jpg,0,0,0,0,0,0,0,1,0
717,632b9dd8-frame0-00-35.31.jpg,0,0,0,0,0,0,0,0,0
718,47ad8626-frame0-00-06.96.jpg,0,0,0,0,0,0,0,0,0
721,1c4bc3d7-frame0-00-11.88.jpg,0,0,0,0,0,0,0,0,0
722,14817b9b-frame0-00-24.03.jpg,0,0,0,0,0,0,0,0,0
724,4bfe73ca-frame0-00-02.91.jpg,0,0,0,0,0,0,0,1,0
726,496aff3c-frame0-00-24.78.jpg,0,0,0,0,0,0,0,0,0
731,6669a935-frame0-00-08.14.jpg,0,0,0,0,0,0,0,0,0
733,20dfcbf5-frame0-00-02.75.jpg,0,0,0,0,0,0,0,0,0
734,676ea530-frame0-00-18.79.jpg,0,0,0,0,0,0,0,1,0
735,15566356-frame0-00-19.80.jpg,0,0,0,0,0,0,0,0,0
736,22d2e1f4-frame0-00-09.36.jpg,0,0,0,0,0,0,0,1,0
737,2aaeff12-frame0-00-21.43.jpg,0,0,0,0,0,0,0,0,0
738,5055cb06-frame0-00-13.32.jpg,0,0,0,0,0,0,0,0,0
739,1f473699-frame0-00-14.09.jpg,0,0,0,0,0,0,0,1,0
741,18161634-frame0-00-00.54.jpg,0,0,0,0,0,0,0,0,0
742,52a8b03e-frame0-00-07.34.jpg,0,0,0,0,0,0,0,1,0
743,3b9ed99a-frame0-00-18.32.jpg,0,0,0,1,0,0,0,0,0
744,1686b81b-frame0-00-05.56.jpg,0,0,0,0,0,0,0,0,0
745,1c915135-frame0-00-15.23.jpg,0,0,0,0,0,0,0,0,0
748,3db3a218-frame0-00-15.78.jpg,0,0,0,0,0,0,0,0,0
749,424304d7-frame0-00-05.94.jpg,0,0,0,0,0,0,0,1,0
750,5ae6c940-frame0-00-18.14.jpg,0,0,0,0,0,0,0,0,0
752,0678360d-frame0-00-05.57.jpg,0,0,0,0,0,0,0,0,0
753,2fdd66a5-frame0-00-03.12.jpg,0,0,0,0,0,0,0,0,0
754,2278cc28-frame0-00-14.75.jpg,0,0,0,0,0,0,0,0,0
756,00591f09-frame0-00-36.95.jpg,0,0,0,0,0,0,0,0,0
757,7a8d59c7-frame0-00-06.58.jpg,0,0,0,0,0,0,0,1,0
758,64318696-frame0-00-05.48.jpg,0,0,0,1,0,0,0,0,0
759,079f3fb4-frame0-00-23.15.jpg,0,0,0,0,0,0,0,0,0
762,732997c2-frame0-00-10.75.jpg,0,0,0,0,0,0,0,1,0
763,77c1aa9c-frame0-00-07.22.jpg,0,0,0,0,0,0,0,1,0
764,057f9582-frame0-00-23.69.jpg,0,0,0,0,0,0,0,0,0
765,277db210-frame0-00-08.74.jpg,0,0,0,0,0,0,0,1,0
766,6cb43aec-frame0-00-18.74.jpg,0,0,0,1,0,0,0,0,0
768,373f3ffe-frame0-00-12.81.jpg,0,0,0,0,0,0,0,0,0
770,5e4e74f2-frame0-00-07.75.jpg,0,0,0,0,0,0,0,1,0
773,81430f77-frame0-00-07.76.jpg,0,0,0,0,0,0,0,1,1
777,10e20833-frame0-00-10.86.jpg,0,0,0,0,0,0,0,1,0
778,169f7f23-frame0-00-11.06.jpg,0,0,0,0,0,0,0,0,0
780,3c293bad-frame0-00-11.32.jpg,0,0,0,0,0,0,0,0,0
781,4c1a7120-frame0-00-05.11.jpg,0,0,0,0,0,0,0,1,0
784,8c84f35d-frame0-00-27.85.jpg,0,0,0,0,0,0,0,0,0
786,8a3edd2c-frame0-00-11.20.jpg,0,0,0,0,0,0,0,0,0
788,59098a70-frame0-00-33.43.jpg,0,0,0,0,0,0,0,0,0
789,289ebaf8-frame0-00-05.89.jpg,0,0,0,0,0,0,0,0,0
790,76bcb771-frame0-00-03.17.jpg,0,0,0,0,0,0,0,0,0
791,58233d46-frame0-00-18.23.jpg,0,0,0,0,0,0,0,0,0
792,87db5321-frame0-00-04.73.jpg,0,0,0,0,0,0,0,1,0
793,2773f795-frame0-00-10.70.jpg,0,0,0,0,0,0,0,0,0
794,391575b4-frame0-00-11.03.jpg,0,0,0,0,0,0,0,0,0
797,3361fc0b-frame0-00-33.11.jpg,1,0,0,0,0,0,0,0,0
798,7fdc64d7-frame0-00-12.15.jpg,0,0,0,0,0,0,0,0,0
799,475b0c47-frame0-00-38.48.jpg,0,0,0,0,0,0,0,0,0
800,89a50d70-frame0-00-18.63.jpg,0,0,0,0,0,0,0,0,0
802,8167bc78-frame0-00-04.91.jpg,0,0,0,0,0,0,0,0,0
803,5d23cdff-frame0-00-07.50.jpg,0,0,0,0,0,0,0,0,0
805,4719392d-frame0-00-32.74.jpg,0,0,0,0,0,0,0,0,0
807,2e601530-frame0-00-09.18.jpg,0,0,0,0,0,0,0,1,0
809,2bfe1ca6-frame0-00-19.42.jpg,0,0,0,0,0,0,0,1,0
811,801d7a5a-frame0-00-21.40.jpg,0,0,0,1,0,0,0,0,0
812,64227289-frame0-00-22.12.jpg,0,0,0,0,0,0,0,0,0
814,22d11411-frame0-00-08.89.jpg,0,0,0,0,0,0,0,0,0
815,86dba32c-frame0-00-39.32.jpg,0,0,0,0,0,0,0,0,0
817,6a3b4030-frame0-00-24.01.jpg,0,0,0,1,0,0,0,0,0
818,06c1c662-frame0-00-09.85.jpg,0,0,0,0,0,0,0,1,0
819,6bbee4a0-frame0-00-32.28.jpg,0,0,0,0,0,0,0,0,0
820,11ca87bf-frame0-00-13.28.jpg,0,0,0,0,0,0,0,0,0
823,170746aa-frame0-00-14.21.jpg,0,0,0,1,0,0,0,0,0
825,384700ec-frame0-00-23.51.jpg,0,0,0,0,0,0,0,0,0
826,7a1e8a53-frame0-00-16.34.jpg,0,0,0,0,0,0,0,0,0
827,2d2aca36-frame0-00-02.13.jpg,0,0,0,0,0,0,0,1,0
828,1a8e7166-frame0-00-11.86.jpg,0,0,0,0,0,0,0,0,0
830,4ab6809c-frame0-00-06.54.jpg,0,0,0,0,0,0,0,1,0
833,3bca78e5-frame0-00-02.14.jpg,0,0,0,0,0,0,0,1,0
834,5dbfe464-frame0-00-14.00.jpg,0,0,0,0,0,0,0,1,0
835,28c538a6-frame0-00-15.18.jpg,0,0,0,0,0,0,0,1,0
837,016a2773-frame0-00-02.11.jpg,0,0,0,0,0,0,0,0,0
838,28aa2782-frame0-00-40.21.jpg,0,0,0,0,0,0,0,0,0
839,88eb9582-frame0-00-15.75.jpg,0,0,0,0,0,0,0,0,0
841,342e73ec-frame0-00-06.00.jpg,0,0,0,0,0,0,0,0,0
842,52ea3ebc-frame0-00-05.90.jpg,0,0,0,0,0,0,0,1,0
844,7924c194-frame0-00-03.54.jpg,0,0,0,0,0,0,0,1,0
845,3f8d0bc0-frame0-00-08.25.jpg,0,0,0,0,0,0,0,1,0
846,4b688f2c-frame0-00-18.49.jpg,0,0,0,0,0,0,0,1,0
848,25cac6b5-frame0-00-05.59.jpg,0,0,0,0,0,0,0,0,0
849,7ebf9c8f-frame0-00-25.38.jpg,0,0,0,0,0,0,0,0,0
853,266a47bb-frame0-00-13.23.jpg,0,0,1,0,0,0,0,1,0
854,64115e33-frame0-00-14.63.jpg,0,0,0,1,0,0,0,0,0
859,2a2f7adf-frame0-00-24.82.jpg,0,0,0,0,0,0,0,0,0
860,5f8c9070-frame0-00-07.35.jpg,0,0,0,0,0,0,0,0,0
861,71190c15-frame0-00-11.87.jpg,0,0,0,1,0,0,0,0,0
862,5c56b5f7-frame0-00-05.74.jpg,0,0,0,0,0,0,0,0,0
863,31ec8b75-frame0-00-06.74.jpg,0,0,0,0,0,0,0,1,0
864,8a711bf2-frame0-00-00.68.jpg,0,0,0,0,0,0,0,0,0
865,68d8dfb8-frame0-00-19.26.jpg,0,0,0,0,0,0,0,0,0
866,3b56b4a5-frame0-00-26.39.jpg,0,0,0,1,0,0,0,0,0
869,6a6117a4-frame0-00-13.38.jpg,0,0,1,0,0,0,0,1,0
870,1376e9a0-frame0-00-14.37.jpg,0,0,0,0,0,0,0,1,0
872,64e86366-frame0-00-18.97.jpg,0,0,0,0,0,0,0,1,0
873,41f2d806-frame0-00-04.23.jpg,0,0,0,0,0,0,0,0,0
874,1a073f07-frame0-00-00.02.jpg,0,0,0,0,0,0,0,0,0
875,51c53dcc-frame0-00-18.65.jpg,0,0,0,0,0,0,0,0,0
876,1a3dae56-frame0-00-01.79.jpg,0,0,0,0,0,0,0,0,0
878,35f92c4f-frame0-00-14.89.jpg,0,0,0,0,0,0,0,0,0
879,06f337aa-frame0-00-11.44.jpg,0,0,0,1,0,0,0,0,0
880,416f41d6-frame0-00-27.63.jpg,0,0,0,1,0,0,0,0,0
882,4df924fb-frame0-00-19.02.jpg,0,0,0,0,0,0,0,1,0
884,874db28d-frame0-00-15.94.jpg,0,0,0,1,0,0,0,0,0
886,4d9e728d-frame0-00-13.15.jpg,0,0,1,0,0,0,0,0,0
887,682b38b8-frame0-00-28.38.jpg,0,0,0,0,0,0,0,0,0
889,1c3a89b3-frame0-00-11.35.jpg,0,0,0,0,0,0,0,0,0
890,1d066ad1-frame0-00-25.83.jpg,0,0,0,0,0,0,0,0,0
892,79c7d37a-frame0-00-36.56.jpg,0,0,0,0,0,0,1,0,0
893,6d804628-frame0-00-26.79.jpg,0,0,0,0,0,0,0,0,0
894,2b39190a-frame0-00-09.69.jpg,0,0,0,0,0,0,0,0,0
895,8dc32cf3-frame0-00-37.45.jpg,0,0,0,0,0,0,0,0,0
896,5da93a43-frame0-00-25.96.jpg,0,0,0,0,0,0,0,0,0
897,1e3082b8-frame0-00-04.05.jpg,0,0,0,0,0,0,0,0,0
900,09b55a6e-frame0-00-08.30.jpg,0,0,0,0,0,0,0,0,0
901,859c4565-frame0-00-15.06.jpg,0,0,0,0,0,0,0,0,0
904,6cb988b1-frame0-00-16.30.jpg,0,0,0,0,0,0,0,0,0
908,0459e57e-frame0-00-21.14.jpg,0,0,0,0,0,0,0,0,0
909,013405c0-frame0-00-15.33.jpg,0,0,0,0,0,0,1,0,0
910,19279e49-frame0-00-43.28.jpg,0,0,0,0,0,0,0,0,0
912,4c575ea6-frame0-00-33.09.jpg,1,0,0,0,0,0,0,0,0
913,10c2be3c-frame0-00-34.19.jpg,0,0,0,0,0,0,0,0,0
914,54b022a4-frame0-00-00.65.jpg,0,0,0,0,0,0,0,1,0
916,02db1cd1-frame0-00-14.74.jpg,0,0,0,0,0,0,0,1,0
917,3aa82a13-frame0-00-23.46.jpg,0,0,0,0,0,0,0,0,0
919,1a460439-frame0-00-15.62.jpg,0,0,0,0,0,0,0,0,0
922,4a714c2a-frame0-00-17.22.jpg,0,0,0,0,0,0,0,1,0
924,4c017493-frame0-00-09.18.jpg,0,0,0,0,0,0,0,0,0
926,7b2ee838-frame0-00-05.15.jpg,0,0,0,0,0,0,0,0,0
927,0bd6ce36-frame0-00-43.60.jpg,0,0,0,0,0,0,0,0,0
928,299d8b54-frame0-00-10.93.jpg,0,0,0,0,0,0,0,0,0
930,485ca999-frame0-00-01.66.jpg,0,0,0,0,0,0,0,0,0
932,7f73da6b-frame0-00-15.21.jpg,0,0,0,1,0,0,0,0,0
935,2b15d101-frame0-00-23.01.jpg,0,0,0,0,0,0,0,0,0
937,0df1363c-frame0-00-07.61.jpg,0,0,0,0,0,0,0,1,1
944,8330e138-frame0-00-07.40.jpg,0,0,0,0,0,0,0,0,0
945,2b0eb4a1-frame0-00-04.39.jpg,0,0,0,0,0,0,0,1,0
947,3ee1e8c9-frame0-00-12.83.jpg,0,0,0,0,0,0,0,1,0
949,08dc84d9-frame0-00-33.08.jpg,0,0,0,0,0,0,0,0,0
950,35620840-frame0-00-09.38.jpg,0,0,0,0,0,0,0,0,0
951,28a1437f-frame0-00-06.18.jpg,0,0,0,0,0,0,0,0,0
954,5860ff0a-frame0-00-05.23.jpg,0,0,0,0,0,0,0,0,0
956,52e664ed-frame0-00-02.89.jpg,0,0,0,0,0,0,0,1,0
960,461d3b9d-frame0-00-08.50.jpg,0,0,0,0,0,0,0,0,0
964,5f1c266d-frame0-00-18.17.jpg,0,0,0,0,0,0,0,0,0
966,40c7e1c1-frame0-00-28.26.jpg,0,0,0,0,0,0,0,0,0
971,46754313-frame0-00-15.35.jpg,0,0,0,0,0,0,0,1,0
972,013b7a3d-frame0-00-04.45.jpg,0,0,0,0,0,0,0,0,0
974,0d204246-frame0-00-16.83.jpg,0,0,0,1,0,0,0,0,0
975,702f592d-frame0-00-01.35.jpg,0,0,0,0,0,0,0,0,0
977,40353632-frame0-00-37.56.jpg,0,0,0,0,0,0,0,0,0
980,6f2c6758-frame0-00-25.31.jpg,0,0,0,0,0,0,0,0,0
981,419c4301-frame0-00-02.06.jpg,0,0,0,0,0,0,0,0,0
982,7a93aa37-frame0-00-15.73.jpg,0,0,0,0,0,0,0,0,0
983,4d76429a-frame0-00-14.65.jpg,0,0,0,0,0,0,0,0,0
984,136e0eab-frame0-00-15.49.jpg,0,0,0,0,0,0,0,1,0
985,1d6b4d51-frame0-00-27.83.jpg,0,0,0,0,0,0,0,0,0
986,240571b8-frame0-00-08.45.jpg,0,0,0,0,0,0,0,0,0
988,02a9be15-frame0-00-36.52.jpg,0,0,0,0,0,0,0,0,0
989,837f2dcb-frame0-00-01.95.jpg,0,0,0,0,0,0,0,0,0
990,40ab17ba-frame0-00-05.14.jpg,0,0,0,0,0,0,0,1,0
992,19224f06-frame0-00-23.84.jpg,0,0,0,0,0,0,0,0,0
995,479794c7-frame0-00-15.88.jpg,0,0,0,0,0,0,0,0,0
996,477b59cb-frame0-00-05.55.jpg,0,0,0,0,0,0,0,1,0
997,23f3aa4f-frame0-00-14.89.jpg,0,0,0,0,0,0,0,0,0
1000,803a743d-frame0-00-17.72.jpg,0,0,0,0,0,0,0,0,0
1001,6aba07e7-frame0-00-01.33.jpg,0,0,0,0,0,0,0,0,0
1003,6f9bd0ee-frame0-00-14.31.jpg,0,0,0,0,0,0,0,1,0
1004,54a936c9-frame0-00-34.78.jpg,0,0,0,0,0,0,0,0,0
1009,2c9b24b5-frame0-00-09.10.jpg,0,0,0,0,0,0,0,0,0
1010,2ac5cee6-frame0-00-10.87.jpg,0,0,0,0,0,0,0,0,0
1011,627426e2-frame0-00-29.20.jpg,0,0,0,0,0,0,0,0,0
1012,80df6bc0-frame0-00-07.67.jpg,0,0,0,0,0,0,0,1,0
1013,10cbf103-frame0-00-36.82.jpg,0,0,0,0,0,0,0,0,0
1015,1eb976a5-frame0-00-15.45.jpg,0,0,0,0,0,0,0,1,0
1017,6108f684-frame0-00-16.32.jpg,0,0,0,0,0,0,0,1,0
1018,0b0852e5-frame0-00-22.30.jpg,0,0,0,0,0,0,0,0,0
1020,33084732-frame0-00-28.83.jpg,0,0,0,0,0,0,0,0,0
1021,4ad38fd9-frame0-00-11.76.jpg,0,0,0,1,0,0,0,0,0
1023,8929be7a-frame0-00-31.74.jpg,1,0,0,0,0,0,0,0,0
1024,74731c40-frame0-00-10.72.jpg,0,0,0,0,0,0,0,1,0
1027,3797e410-frame0-00-14.11.jpg,0,0,0,0,0,0,0,1,0
1029,734a672e-frame0-00-20.16.jpg,0,0,0,0,0,0,1,0,0
1033,5b68f6a1-frame0-00-02.98.jpg,0,0,0,0,0,0,0,1,0
1034,5737e056-frame0-00-14.91.jpg,0,0,0,1,0,0,0,0,0
1035,6e6d7959-frame0-00-15.92.jpg,0,0,0,0,0,0,0,1,0
1036,7d4c8ae1-frame0-00-11.51.jpg,0,0,0,0,0,0,0,0,0
1040,7bb1d65c-frame0-00-08.79.jpg,0,0,0,0,0,0,0,1,0
1042,6bc9f0af-frame0-00-10.26.jpg,0,0,0,0,0,0,0,0,0
1044,0e459131-frame0-00-40.28.jpg,0,0,0,0,0,0,0,0,0
1045,7c2495af-frame0-00-01.48.jpg,0,0,0,0,0,0,0,1,0
1048,868542f4-frame0-00-14.46.jpg,0,0,0,0,0,0,0,1,0
1050,6bd40c40-frame0-00-13.11.jpg,0,0,0,0,0,0,0,0,0
1051,12e96b31-frame0-00-21.82.jpg,0,0,0,0,0,0,0,0,0
1053,7666ad44-frame0-00-23.58.jpg,0,0,0,0,0,0,1,0,0
1054,8e4ab618-frame0-00-19.28.jpg,0,0,0,0,0,0,0,1,0
1056,249d455a-frame0-00-06.44.jpg,0,0,0,0,0,0,1,1,0
1057,342b4338-frame0-00-12.87.jpg,0,0,0,0,0,0,0,1,0
1058,2dce728e-frame0-00-00.11.jpg,0,0,0,0,0,0,0,0,0
1059,7c65dd0a-frame0-00-01.46.jpg,0,0,0,0,0,0,0,1,0
1060,676d23aa-frame0-00-27.02.jpg,0,0,0,0,0,0,0,0,0
1061,3a61e1a5-frame0-00-03.85.jpg,0,0,0,0,0,0,0,0,0
1062,8a898220-frame0-00-39.51.jpg,0,0,0,0,0,0,0,0,0
1063,2a0bdb9e-frame0-00-15.40.jpg,0,0,0,0,0,0,0,0,0
1064,618bba27-frame0-00-32.11.jpg,0,0,0,0,0,0,0,0,0
1069,87389f34-frame0-00-02.79.jpg,0,0,0,0,0,0,0,1,0
1070,48e08784-frame0-00-17.88.jpg,0,0,0,0,0,0,0,0,0
1071,788c68da-frame0-00-39.30.jpg,0,0,0,0,0,0,0,0,0
1072,2eb98103-frame0-00-05.07.jpg,0,0,0,1,0,0,1,0,0
1074,04d97872-frame0-00-08.60.jpg,0,0,0,0,0,0,0,1,0
1078,0aacb8e9-frame0-00-18.86.jpg,0,0,0,0,0,0,0,0,0
1079,20a3b57f-frame0-00-12.35.jpg,0,0,0,0,0,0,0,1,0
1082,00773141-frame0-00-16.43.jpg,0,0,0,0,0,0,0,0,0
1083,3b70d7bc-frame0-00-38.97.jpg,1,0,0,0,0,0,0,0,0
1085,74951fa2-frame0-00-07.14.jpg,0,0,0,0,0,0,0,1,0
1087,1cedee18-frame0-00-30.43.jpg,0,0,0,0,0,0,0,0,0
1088,06f50e47-frame0-00-42.74.jpg,1,0,0,0,0,0,0,0,0
1089,3ee4e7cf-frame0-00-02.74.jpg,0,0,0,0,0,0,0,1,0
1090,08358966-frame0-00-05.79.jpg,0,0,0,0,0,0,0,1,0
1091,044f90f7-frame0-00-18.80.jpg,0,0,0,0,0,0,0,0,0
1092,3ce42570-frame0-00-11.72.jpg,0,0,0,0,0,0,0,0,0
1093,27def331-frame0-00-19.48.jpg,0,0,0,0,0,0,0,0,0
1094,6bfd27ce-frame0-00-14.42.jpg,0,0,0,0,0,0,0,1,0
1095,32adcc53-frame0-00-24.97.jpg,0,0,0,0,0,0,0,0,0
1096,8863a9ae-frame0-00-04.17.jpg,0,0,0,0,0,0,0,0,0
1097,09670a30-frame0-00-15.85.jpg,0,0,0,0,0,0,0,1,0
1100,28af0f55-frame0-00-10.19.jpg,0,0,0,0,0,0,0,1,0
1101,377d6e83-frame0-00-12.18.jpg,0,0,0,0,0,0,0,0,0
1102,0443533f-frame0-00-06.12.jpg,0,0,0,0,0,0,0,0,0
1103,253296cd-frame0-00-22.04.jpg,0,0,0,0,0,0,0,0,0
1104,827bbfb2-frame0-00-28.67.jpg,0,0,0,1,0,0,0,0,0
1106,1f366df4-frame0-00-10.19.jpg,0,0,0,0,0,0,0,1,0
1107,711d207c-frame0-00-06.06.jpg,0,0,1,0,0,0,0,0,0
1108,53363071-frame0-00-17.55.jpg,0,0,0,0,0,0,0,1,0
1110,09eb2c11-frame0-00-43.51.jpg,0,0,0,0,0,0,0,0,0
1112,4387cddd-frame0-00-04.55.jpg,0,0,0,0,0,0,0,0,0
1114,79985012-frame0-00-19.25.jpg,0,0,0,0,0,0,0,0,0
1115,537b1248-frame0-00-13.05.jpg,0,0,0,0,0,0,0,0,0
1117,73eb4894-frame0-00-23.61.jpg,0,0,0,1,0,0,0,0,0
1118,57b22b2a-frame0-00-10.19.jpg,0,0,0,0,0,0,0,0,0
1120,29653a39-frame0-00-09.72.jpg,0,0,0,0,0,0,0,1,0
1121,2b875f44-frame0-00-21.14.jpg,0,0,0,1,0,0,0,0,0
1122,102c29a3-frame0-00-26.23.jpg,0,0,0,0,0,0,0,0,0
1123,7dac1315-frame0-00-05.35.jpg,0,0,0,0,0,0,0,0,0
1124,50497e0c-frame0-00-14.68.jpg,0,0,0,0,0,0,0,0,0
1125,6a529ec9-frame0-00-06.99.jpg,0,0,0,1,0,0,0,0,0
1126,70e7354a-frame0-00-04.76.jpg,0,0,0,0,0,0,0,0,0
1128,7a9e38e6-frame0-00-04.13.jpg,0,0,0,0,0,0,0,1,0
1134,2db2e980-frame0-00-07.52.jpg,0,0,0,0,0,0,0,0,0
1137,0ed362e8-frame0-00-18.46.jpg,0,0,0,0,0,0,0,0,0
1138,2830ffaf-frame0-00-03.63.jpg,0,0,0,0,0,0,0,1,0
1139,35fdae6a-frame0-00-19.63.jpg,0,0,0,0,0,0,0,1,0
1140,3a7f710d-frame0-00-16.36.jpg,0,0,0,0,0,0,0,0,0
1141,522bf505-frame0-00-16.66.jpg,0,0,0,0,0,0,0,0,0
1146,8535d01d-frame0-00-07.16.jpg,0,0,0,1,0,0,0,0,0
1147,468747ce-frame0-00-13.54.jpg,0,0,0,0,0,0,0,1,0
1148,46d24aeb-frame0-00-32.18.jpg,0,0,0,0,0,0,0,0,0
1149,6b144a57-frame0-00-00.89.jpg,0,0,0,0,0,0,0,0,0
1150,51fba197-frame0-00-18.34.jpg,0,0,0,0,0,0,0,1,0
1152,3abe939b-frame0-00-04.57.jpg,0,0,0,0,0,0,0,1,0
1153,242d0842-frame0-00-19.43.jpg,0,0,0,1,0,0,0,0,0
1155,0a439910-frame0-00-09.10.jpg,0,0,0,0,0,0,0,0,0
1156,4e3bf14d-frame0-00-38.66.jpg,0,0,0,0,0,0,0,0,0
1160,3f7089ce-frame0-00-03.45.jpg,0,0,0,1,0,0,0,0,0
1161,1948c0d9-frame0-00-44.17.jpg,0,0,0,0,0,0,0,0,0
1166,84f57a88-frame0-00-36.57.jpg,0,0,0,0,0,0,0,0,0
1167,707229d3-frame0-00-28.75.jpg,0,0,0,1,0,0,0,0,0
1168,4381c997-frame0-00-22.23.jpg,0,0,0,0,0,0,0,0,0
1169,377b3ac0-frame0-00-19.71.jpg,0,0,0,0,0,0,0,0,0
1170,50abbe4d-frame0-00-17.86.jpg,0,0,0,0,0,0,0,0,0
1172,3ebcfc2e-frame0-00-05.51.jpg,0,0,0,0,0,0,0,1,0
1174,133f29d3-frame0-00-04.08.jpg,0,0,0,0,0,0,0,1,0
1176,601f3581-frame0-00-18.77.jpg,0,0,0,0,0,0,0,0,0
1177,4035654b-frame0-00-22.17.jpg,0,0,0,0,0,0,0,1,0
1178,15df6505-frame0-00-33.00.jpg,0,0,0,0,0,0,0,0,0
1182,606fc6c2-frame0-00-14.98.jpg,0,0,0,0,0,0,0,0,0
1183,8931e855-frame0-00-11.46.jpg,0,0,0,0,0,0,0,0,0
1185,11361ea7-frame0-00-16.57.jpg,0,0,0,0,0,0,0,1,0
1186,7fbc9fc8-frame0-00-04.47.jpg,0,0,0,0,0,0,0,1,0
1187,42a7d4ba-frame0-00-13.40.jpg,0,0,0,0,0,0,0,0,0
1188,143b26f3-frame0-00-23.45.jpg,0,0,0,0,0,0,1,0,0
1189,2e6142ff-frame0-00-16.08.jpg,0,0,0,0,0,0,0,1,0
1190,71653ac1-frame0-00-21.35.jpg,0,0,0,0,0,0,0,0,0
1191,60025fcc-frame0-00-22.11.jpg,0,0,0,0,0,0,0,1,0
1193,7b9723da-frame0-00-04.26.jpg,0,0,0,0,0,0,0,0,0
